Date,Qobs,P,Epot,Temp
01-01-88,25.10,0.000,1.86,13.2
02-01-88,24.20,0.000,1.85,12.5
03-01-88,24.20,0.000,1.81,12.1
04-01-88,24.20,0.000,1.78,11.6
05-01-88,23.90,0.000,1.75,12.6
06-01-88,23.30,0.000,1.75,11.6
07-01-88,23.30,0.000,1.70,10.9
08-01-88,23.30,0.000,1.72,11.0
09-01-88,22.40,0.000,1.68,10.3
10-01-88,21.50,0.000,1.71,11.3
11-01-88,22.10,0.000,1.81,12.4
12-01-88,22.10,0.000,1.69,11.5
13-01-88,21.50,0.000,1.76,12.0
14-01-88,20.60,0.138,1.73,11.4
15-01-88,22.10,0.000,1.71,10.2
16-01-88,21.50,0.000,1.61,9.7
17-01-88,20.60,0.000,1.71,10.2
18-01-88,20.60,0.000,1.69,10.7
19-01-88,20.60,0.000,1.73,11.2
20-01-88,19.70,0.000,1.73,11.3
21-01-88,19.70,0.000,1.79,11.0
22-01-88,19.10,0.000,1.89,12.3
23-01-88,18.80,0.000,1.83,11.0
24-01-88,18.80,0.000,1.85,11.1
25-01-88,17.90,0.000,1.79,10.3
26-01-88,17.60,0.000,1.80,10.1
27-01-88,17.00,0.000,1.76,9.8
28-01-88,17.00,0.000,1.71,9.2
29-01-88,17.00,0.000,1.70,9.7
30-01-88,16.50,0.000,1.82,10.4
31-01-88,16.50,0.000,1.92,11.3
01-02-88,16.50,0.000,1.99,12.1
02-02-88,16.50,0.000,2.09,14.4
03-02-88,16.00,0.000,2.12,14.0
04-02-88,16.00,0.000,2.23,14.1
05-02-88,16.00,0.000,2.15,13.0
06-02-88,15.70,0.000,2.09,12.9
07-02-88,15.50,0.000,2.18,13.6
08-02-88,15.50,0.000,2.25,14.4
09-02-88,15.50,0.000,2.23,13.6
10-02-88,15.00,0.000,2.25,13.3
11-02-88,14.50,0.000,2.28,13.5
12-02-88,14.50,0.000,2.31,13.6
13-02-88,14.50,0.000,2.40,15.0
14-02-88,14.50,0.069,2.42,14.4
15-02-88,14.00,0.579,2.27,13.1
16-02-88,14.00,0.000,2.23,11.8
17-02-88,14.00,0.000,2.28,12.0
18-02-88,13.80,0.000,2.42,13.0
19-02-88,13.50,0.000,2.41,13.0
20-02-88,13.50,0.000,2.37,13.6
21-02-88,13.20,0.000,2.56,15.0
22-02-88,13.50,0.000,2.44,13.1
23-02-88,13.50,7.749,2.29,11.9
24-02-88,15.00,4.527,2.44,13.1
25-02-88,18.50,0.308,2.47,13.1
26-02-88,16.20,0.000,2.45,12.7
27-02-88,15.00,0.000,2.60,14.3
28-02-88,14.70,0.000,2.64,14.1
29-02-88,14.50,2.522,2.65,15.0
01-03-88,14.80,0.000,2.79,15.2
02-03-88,14.50,0.000,2.71,14.2
03-03-88,14.00,0.000,2.81,14.3
04-03-88,13.50,0.000,2.69,14.0
05-03-88,13.20,0.000,2.78,15.4
06-03-88,13.00,0.000,2.81,15.5
07-03-88,13.00,0.000,2.92,16.4
08-03-88,13.00,0.000,2.88,16.3
09-03-88,57.40,22.617,2.86,16.5
10-03-88,86.10,0.000,2.97,17.3
11-03-88,19.10,0.046,2.95,16.4
12-03-88,29.30,12.726,2.63,13.9
13-03-88,30.90,7.422,2.64,13.4
14-03-88,22.10,0.000,2.62,12.8
15-03-88,16.50,0.069,2.77,13.9
16-03-88,15.20,0.000,2.91,15.3
17-03-88,14.50,0.000,3.22,17.8
18-03-88,13.70,0.819,3.19,17.6
19-03-88,51.70,24.252,2.87,15.1
20-03-88,89.30,7.641,2.88,14.3
21-03-88,29.30,0.000,2.89,14.1
22-03-88,19.10,0.000,2.94,14.9
23-03-88,15.50,0.000,3.02,16.0
24-03-88,14.70,0.000,3.12,16.1
25-03-88,14.00,0.000,3.18,16.5
26-03-88,13.50,0.000,3.47,18.5
27-03-88,12.80,1.033,3.26,17.1
28-03-88,12.30,0.230,3.36,17.2
29-03-88,11.90,0.000,3.37,17.0
30-03-88,11.40,0.000,3.45,17.3
31-03-88,11.20,0.000,3.45,17.2
01-04-88,10.90,0.000,3.63,16.5
02-04-88,10.70,0.000,3.79,17.4
03-04-88,10.50,0.000,3.88,18.4
04-04-88,10.10,0.000,4.02,19.2
05-04-88,10.10,0.000,4.16,19.6
06-04-88,9.72,0.000,4.31,20.7
07-04-88,9.72,0.000,4.35,21.0
08-04-88,9.34,0.000,4.35,21.5
09-04-88,9.21,0.000,4.28,21.0
10-04-88,8.96,0.000,4.36,21.5
11-04-88,8.83,0.000,4.42,20.5
12-04-88,8.58,0.000,4.32,20.3
13-04-88,8.58,0.000,4.44,21.3
14-04-88,8.20,7.501,4.28,19.8
15-04-88,9.85,7.349,4.27,19.5
16-04-88,11.20,0.000,4.12,19.4
17-04-88,11.00,2.778,4.13,19.1
18-04-88,61.90,31.900,4.11,18.9
19-04-88,109.40,11.340,4.31,20.9
20-04-88,73.50,6.363,4.34,20.6
21-04-88,20.30,2.142,4.24,20.0
22-04-88,17.00,1.212,4.17,18.9
23-04-88,21.20,0.819,4.14,19.4
24-04-88,25.60,3.435,4.23,19.7
25-04-88,17.30,9.702,4.28,20.0
26-04-88,22.50,4.755,4.27,19.7
27-04-88,15.30,7.119,4.26,19.2
28-04-88,14.50,0.000,4.46,21.8
29-04-88,14.90,0.023,4.48,22.4
30-04-88,16.20,3.381,4.36,20.2
01-05-88,15.50,0.000,4.59,23.1
02-05-88,13.50,1.541,4.42,21.0
03-05-88,267.00,75.272,3.97,18.4
04-05-88,74.40,5.414,4.29,19.5
05-05-88,31.30,6.552,4.20,19.6
06-05-88,44.50,0.700,4.31,19.9
07-05-88,29.40,0.460,4.41,21.3
08-05-88,17.60,0.000,4.52,22.3
09-05-88,15.00,0.385,4.64,23.6
10-05-88,13.70,0.448,4.72,23.1
11-05-88,13.00,0.000,4.81,23.8
12-05-88,12.50,0.000,4.80,23.5
13-05-88,12.50,0.000,4.85,23.3
14-05-88,12.20,0.728,4.61,22.1
15-05-88,11.90,9.679,4.23,19.5
16-05-88,21.50,0.046,4.53,21.1
17-05-88,23.60,30.942,4.50,21.3
18-05-88,62.60,15.339,4.54,21.7
19-05-88,89.20,45.346,4.64,22.2
20-05-88,243.00,1.457,4.70,22.3
21-05-88,59.50,10.933,4.82,23.0
22-05-88,36.10,0.288,4.83,22.6
23-05-88,69.20,5.199,4.89,23.1
24-05-88,23.30,5.018,4.91,22.5
25-05-88,53.70,13.031,4.91,22.7
26-05-88,44.50,0.938,5.13,24.6
27-05-88,39.40,0.693,5.05,24.1
28-05-88,32.40,0.000,5.29,25.5
29-05-88,46.40,1.090,5.19,24.2
30-05-88,32.00,0.000,5.10,24.1
31-05-88,79.60,12.394,5.31,25.6
01-06-88,768.00,85.048,5.03,22.7
02-06-88,106.00,1.175,4.94,21.1
03-06-88,73.10,0.961,5.07,22.8
04-06-88,73.30,1.904,5.16,23.2
05-06-88,110.00,4.974,5.04,22.1
06-06-88,45.00,0.140,5.21,23.4
07-06-88,33.60,0.000,5.12,22.9
08-06-88,25.40,19.712,5.13,22.5
09-06-88,22.10,0.700,5.23,24.4
10-06-88,150.00,14.017,5.08,23.6
11-06-88,96.80,11.338,5.14,23.5
12-06-88,114.00,3.910,5.10,23.7
13-06-88,93.80,6.746,4.68,20.8
14-06-88,90.20,7.725,4.36,17.4
15-06-88,107.00,4.369,5.11,23.8
16-06-88,127.00,11.716,4.89,22.4
17-06-88,178.00,33.574,5.00,23.2
18-06-88,290.00,32.202,4.90,22.9
19-06-88,298.00,8.200,5.01,23.6
20-06-88,204.00,0.560,5.10,24.6
21-06-88,284.00,26.406,5.00,24.1
22-06-88,319.00,28.844,5.05,24.3
23-06-88,286.00,0.230,5.01,24.2
24-06-88,284.00,0.766,4.92,23.8
25-06-88,273.00,10.790,4.85,23.4
26-06-88,277.00,1.268,5.04,25.0
27-06-88,262.00,32.599,5.15,25.8
28-06-88,368.00,37.051,5.12,26.0
29-06-88,375.00,1.150,5.04,25.1
30-06-88,235.00,0.161,5.09,25.9
01-07-88,184.00,3.042,4.98,24.9
02-07-88,239.00,11.431,4.96,24.9
03-07-88,482.00,38.612,4.95,24.9
04-07-88,518.00,47.979,4.81,23.9
05-07-88,817.00,70.228,4.60,22.1
06-07-88,1440.00,62.847,4.63,22.1
07-07-88,668.00,32.653,4.85,23.5
08-07-88,601.00,1.631,4.72,22.9
09-07-88,602.00,4.081,4.88,24.0
10-07-88,375.00,15.467,4.84,23.7
11-07-88,579.00,16.504,4.93,24.3
12-07-88,599.00,47.422,4.96,24.0
13-07-88,742.00,4.448,5.04,24.7
14-07-88,430.00,17.032,5.08,24.9
15-07-88,339.00,29.099,5.04,24.6
16-07-88,232.00,2.599,5.00,24.2
17-07-88,271.00,12.835,5.12,24.9
18-07-88,353.00,2.592,5.03,24.2
19-07-88,267.00,10.199,5.12,24.7
20-07-88,230.00,7.182,5.11,24.8
21-07-88,246.00,2.880,5.02,24.2
22-07-88,230.00,31.487,5.20,25.2
23-07-88,290.00,33.965,5.09,24.4
24-07-88,418.00,8.090,5.06,24.1
25-07-88,329.00,6.467,4.94,23.5
26-07-88,405.00,17.778,4.99,23.9
27-07-88,547.00,36.410,4.97,23.7
28-07-88,557.00,26.039,5.12,24.5
29-07-88,523.00,5.828,5.05,24.2
30-07-88,521.00,7.202,5.17,25.3
31-07-88,504.00,9.980,5.11,24.8
01-08-88,595.00,14.392,4.51,21.1
02-08-88,700.00,28.127,4.94,24.4
03-08-88,491.00,8.966,4.97,24.7
04-08-88,362.00,2.884,4.94,25.0
05-08-88,347.00,0.420,4.81,23.9
06-08-88,400.00,13.567,4.82,24.4
07-08-88,598.00,29.028,4.75,23.8
08-08-88,439.00,8.444,4.78,24.3
09-08-88,533.00,33.975,4.72,24.3
10-08-88,720.00,24.557,4.68,24.0
11-08-88,785.00,34.714,4.67,24.3
12-08-88,550.00,12.968,4.56,23.6
13-08-88,713.00,21.505,4.55,23.8
14-08-88,643.00,59.103,4.50,23.7
15-08-88,2110.00,56.835,4.43,23.6
16-08-88,845.00,23.401,4.35,23.1
17-08-88,601.00,21.639,4.49,24.2
18-08-88,628.00,24.593,4.44,24.0
19-08-88,742.00,5.705,4.40,24.0
20-08-88,541.00,0.184,4.57,25.4
21-08-88,525.00,1.456,4.47,24.9
22-08-88,654.00,28.016,4.36,24.1
23-08-88,583.00,68.986,4.35,23.8
24-08-88,1970.00,38.464,4.36,24.2
25-08-88,1110.00,15.536,4.15,22.9
26-08-88,1140.00,21.142,4.15,22.5
27-08-88,362.00,3.768,4.26,23.7
28-08-88,346.00,9.125,4.28,24.1
29-08-88,713.00,13.343,4.11,22.6
30-08-88,632.00,17.395,4.26,23.8
31-08-88,346.00,0.000,4.25,23.7
01-09-88,323.00,4.424,4.27,24.4
02-09-88,365.00,11.077,4.25,24.3
03-09-88,360.00,9.978,4.22,24.1
04-09-88,277.00,4.483,4.29,24.5
05-09-88,271.00,25.788,4.35,25.1
06-09-88,358.00,32.233,4.25,24.4
07-09-88,1040.00,54.713,4.01,22.4
08-09-88,1210.00,38.639,3.91,21.7
09-09-88,890.00,2.583,4.10,23.1
10-09-88,458.00,1.244,4.15,23.6
11-09-88,312.00,0.000,4.14,23.4
12-09-88,244.00,0.000,4.15,23.4
13-09-88,197.00,0.000,4.16,23.4
14-09-88,173.00,0.000,4.28,25.2
15-09-88,142.00,5.733,4.12,23.1
16-09-88,152.00,5.687,4.02,22.2
17-09-88,146.00,0.871,3.75,20.8
18-09-88,132.00,1.517,4.03,23.5
19-09-88,120.00,0.536,4.05,23.9
20-09-88,107.00,0.000,4.05,24.2
21-09-88,117.00,5.692,3.93,23.4
22-09-88,129.00,1.071,3.91,23.3
23-09-88,102.00,0.935,3.98,24.1
24-09-88,98.10,0.000,3.89,23.5
25-09-88,93.30,0.000,4.00,25.2
26-09-88,88.40,0.210,3.92,24.8
27-09-88,86.80,0.462,3.93,24.8
28-09-88,88.40,1.305,3.90,24.5
29-09-88,87.60,0.000,3.85,24.6
30-09-88,81.60,0.000,3.72,23.8
01-10-88,77.20,0.000,3.53,23.7
02-10-88,85.60,0.000,3.44,22.8
03-10-88,114.00,2.645,3.43,23.3
04-10-88,77.60,0.000,3.38,23.0
05-10-88,95.90,1.057,3.32,22.9
06-10-88,110.00,4.921,3.16,20.9
07-10-88,81.20,1.403,3.17,21.7
08-10-88,69.20,0.000,3.07,21.4
09-10-88,70.80,1.953,3.22,23.1
10-10-88,72.00,0.000,3.11,21.3
11-10-88,64.80,0.000,3.15,21.9
12-10-88,63.20,0.000,3.15,22.7
13-10-88,62.40,0.000,3.18,23.4
14-10-88,61.20,0.000,2.97,20.9
15-10-88,60.40,0.000,2.95,20.6
16-10-88,58.80,0.000,2.90,20.2
17-10-88,57.60,0.000,3.00,20.9
18-10-88,57.20,0.000,2.96,20.7
19-10-88,56.00,0.000,2.93,20.5
20-10-88,66.40,0.000,2.84,19.8
21-10-88,55.10,0.000,2.73,18.5
22-10-88,53.60,0.000,2.79,19.6
23-10-88,53.00,0.000,2.83,19.8
24-10-88,52.40,0.000,2.85,20.2
25-10-88,51.50,0.000,2.83,20.6
26-10-88,50.60,0.000,2.80,19.6
27-10-88,49.70,0.000,2.77,19.3
28-10-88,49.10,0.000,2.79,20.0
29-10-88,47.90,0.000,2.71,18.3
30-10-88,47.30,0.000,2.66,18.6
31-10-88,46.40,0.000,2.64,18.5
01-11-88,46.10,0.000,2.65,18.5
02-11-88,45.50,0.000,2.66,18.0
03-11-88,44.90,0.000,2.62,17.6
04-11-88,44.30,2.196,2.42,16.7
05-11-88,48.20,2.262,2.30,15.4
06-11-88,50.60,0.690,2.40,15.2
07-11-88,47.30,0.000,2.46,15.4
08-11-88,46.40,0.000,2.44,15.5
09-11-88,45.20,0.000,2.43,15.8
10-11-88,44.30,0.161,2.41,15.6
11-11-88,43.70,0.000,2.40,16.1
12-11-88,43.40,0.000,2.46,16.5
13-11-88,42.50,0.000,2.41,16.4
14-11-88,42.20,0.000,2.37,15.8
15-11-88,41.60,0.000,2.32,15.7
16-11-88,40.70,0.000,2.39,16.1
17-11-88,40.10,0.000,2.27,15.2
18-11-88,38.90,0.000,2.23,15.1
19-11-88,37.70,0.000,2.26,15.8
20-11-88,36.80,0.000,2.15,14.5
21-11-88,35.90,0.000,2.15,15.0
22-11-88,35.30,0.000,2.12,14.6
23-11-88,34.40,0.000,2.09,14.5
24-11-88,33.50,0.000,2.02,14.1
25-11-88,32.90,0.000,1.97,13.5
26-11-88,31.40,0.000,1.95,13.3
27-11-88,30.20,0.000,1.93,13.5
28-11-88,29.30,0.000,1.96,13.8
29-11-88,28.80,0.000,1.92,13.7
30-11-88,28.40,0.000,1.99,14.6
01-12-88,27.90,0.000,2.00,15.5
02-12-88,27.70,0.000,2.02,15.6
03-12-88,27.30,0.000,2.04,15.9
04-12-88,27.00,0.000,1.99,15.4
05-12-88,26.80,0.000,1.92,15.8
06-12-88,26.40,0.000,1.73,14.1
07-12-88,26.40,0.000,1.85,14.6
08-12-88,26.40,0.000,1.85,14.7
09-12-88,26.40,0.000,1.78,13.5
10-12-88,25.70,0.000,1.80,13.4
11-12-88,25.70,0.000,1.80,13.3
12-12-88,25.50,0.000,1.68,12.0
13-12-88,25.10,0.000,1.82,14.0
14-12-88,25.10,0.000,1.79,13.7
15-12-88,24.90,0.000,1.78,12.9
16-12-88,24.40,0.000,1.75,12.4
17-12-88,24.40,0.000,1.59,10.8
18-12-88,24.00,0.460,1.82,13.5
19-12-88,23.80,0.000,1.79,12.1
20-12-88,23.80,0.000,1.81,12.6
21-12-88,23.20,0.000,1.68,10.9
22-12-88,23.20,0.000,1.71,11.3
23-12-88,22.70,0.000,1.82,12.5
24-12-88,22.50,0.000,1.70,10.9
25-12-88,22.50,0.000,1.51,9.7
26-12-88,26.80,1.827,1.39,8.3
27-12-88,179.20,37.369,1.63,10.1
28-12-88,144.30,11.503,1.74,11.4
29-12-88,32.90,0.000,1.78,11.5
30-12-88,30.50,0.000,1.79,11.3
31-12-88,29.30,0.000,1.70,10.6
01-01-89,28.10,0.000,1.66,10.5
02-01-89,27.30,0.000,1.71,11.4
03-01-89,31.20,0.721,1.50,8.8
04-01-89,31.10,1.612,1.62,9.4
05-01-89,27.50,0.000,1.72,10.9
06-01-89,26.40,0.000,1.75,11.0
07-01-89,25.70,0.000,1.53,8.5
08-01-89,26.40,15.552,1.44,8.7
09-01-89,72.80,10.335,1.61,10.1
10-01-89,50.00,0.000,1.81,12.0
11-01-89,35.30,0.000,1.53,8.8
12-01-89,29.50,0.000,1.34,6.8
13-01-89,26.20,0.000,1.45,7.0
14-01-89,25.70,0.000,1.60,8.9
15-01-89,25.10,0.000,1.55,8.3
16-01-89,24.40,0.000,1.69,10.1
17-01-89,23.80,0.000,1.65,10.2
18-01-89,23.40,0.000,1.59,8.9
19-01-89,23.20,0.000,1.67,9.8
20-01-89,22.50,0.000,1.65,9.4
21-01-89,22.30,0.000,1.65,9.9
22-01-89,21.90,0.000,1.81,11.9
23-01-89,21.80,0.000,1.70,10.0
24-01-89,21.40,0.000,1.76,10.7
25-01-89,21.40,0.000,1.77,10.3
26-01-89,20.80,0.000,1.82,11.1
27-01-89,20.80,3.339,1.89,12.0
28-01-89,20.50,0.000,1.89,11.0
29-01-89,20.30,0.000,1.91,11.7
30-01-89,19.80,0.000,2.04,13.8
31-01-89,19.20,0.000,1.96,12.2
01-02-89,18.80,0.000,2.15,14.2
02-02-89,18.50,0.000,2.13,13.0
03-02-89,18.10,0.000,2.42,17.5
04-02-89,18.10,0.000,2.24,15.3
05-02-89,17.70,0.000,2.23,14.7
06-02-89,17.60,0.000,2.31,15.0
07-02-89,17.60,0.000,2.21,13.2
08-02-89,17.20,0.000,2.02,10.9
09-02-89,17.00,0.000,2.17,11.7
10-02-89,17.00,0.000,2.22,11.8
11-02-89,16.80,0.000,2.14,11.2
12-02-89,16.60,0.000,2.13,11.0
13-02-89,16.60,0.000,2.16,11.0
14-02-89,16.40,0.000,2.20,11.4
15-02-89,16.30,0.000,2.20,11.4
16-02-89,16.30,1.953,2.15,10.5
17-02-89,16.30,0.000,2.23,10.6
18-02-89,16.00,0.000,1.87,8.1
19-02-89,18.20,3.981,1.84,7.7
20-02-89,19.40,1.350,1.88,7.1
21-02-89,19.90,0.000,2.12,10.2
22-02-89,19.80,1.449,2.05,8.9
23-02-89,19.00,0.000,2.03,8.2
24-02-89,18.30,0.000,2.34,11.2
25-02-89,17.40,0.000,2.51,12.4
26-02-89,17.00,0.000,2.70,14.0
27-02-89,16.60,0.000,2.84,15.4
28-02-89,16.30,0.000,2.89,15.8
01-03-89,16.30,0.000,2.95,15.7
02-03-89,16.00,0.000,2.93,15.1
03-03-89,15.70,0.000,2.92,14.8
04-03-89,15.60,0.000,2.91,14.4
05-03-89,15.20,0.000,2.99,15.3
06-03-89,15.20,0.000,2.92,15.3
07-03-89,14.90,0.000,3.04,16.4
08-03-89,14.90,0.000,3.01,16.4
09-03-89,14.70,0.000,2.96,16.0
10-03-89,14.60,0.000,2.95,15.4
11-03-89,14.90,0.000,2.56,13.4
12-03-89,15.60,1.334,2.75,14.7
13-03-89,15.20,0.350,2.78,14.0
14-03-89,15.80,0.000,2.75,14.3
15-03-89,24.00,0.460,2.88,14.6
16-03-89,17.70,0.000,2.88,14.6
17-03-89,16.10,0.000,3.02,15.5
18-03-89,16.00,0.000,3.10,16.9
19-03-89,15.60,0.920,2.96,15.8
20-03-89,16.20,0.069,3.03,17.1
21-03-89,16.30,1.680,3.26,18.9
22-03-89,16.00,1.120,3.40,19.3
23-03-89,15.60,0.000,3.51,19.5
24-03-89,15.20,0.000,3.58,19.2
25-03-89,15.00,0.000,3.63,19.6
26-03-89,14.60,0.000,3.52,18.5
27-03-89,14.40,0.000,3.20,16.7
28-03-89,14.20,0.000,3.35,17.9
29-03-89,14.10,0.000,3.12,15.9
30-03-89,14.60,0.000,3.21,14.9
31-03-89,15.40,0.000,3.46,18.0
01-04-89,15.00,0.000,3.88,20.2
02-04-89,14.60,0.000,3.99,19.8
03-04-89,14.20,0.000,3.90,17.8
04-04-89,13.80,0.000,3.87,17.1
05-04-89,13.80,0.000,3.78,16.5
06-04-89,13.80,0.000,3.81,16.5
07-04-89,13.80,0.000,3.89,17.5
08-04-89,13.50,0.000,4.05,18.5
09-04-89,13.50,0.000,4.17,19.7
10-04-89,13.50,0.000,4.20,19.3
11-04-89,13.50,1.529,4.07,18.2
12-04-89,13.20,0.350,4.19,18.5
13-04-89,13.20,0.000,4.17,18.4
14-04-89,12.90,0.000,4.24,18.5
15-04-89,12.90,0.000,4.24,18.6
16-04-89,12.70,0.000,4.48,20.7
17-04-89,12.60,0.000,4.46,20.2
18-04-89,12.60,0.000,4.47,20.4
19-04-89,12.30,0.000,4.57,20.4
20-04-89,12.30,0.000,4.57,20.1
21-04-89,12.30,0.000,4.51,20.1
22-04-89,12.30,0.000,4.55,20.1
23-04-89,12.90,0.000,4.50,20.4
24-04-89,12.80,0.000,4.73,22.5
25-04-89,12.90,0.000,4.70,21.9
26-04-89,12.70,0.161,4.60,21.2
27-04-89,12.60,0.000,4.13,18.3
28-04-89,12.60,0.000,4.39,19.7
29-04-89,12.30,0.000,4.35,19.5
30-04-89,12.30,0.000,4.33,19.4
01-05-89,12.60,0.000,4.43,20.9
02-05-89,12.40,0.000,4.78,23.2
03-05-89,12.90,0.000,5.00,24.9
04-05-89,12.60,0.000,5.05,25.3
05-05-89,12.30,0.000,5.06,24.9
06-05-89,12.30,0.000,5.02,24.6
07-05-89,12.10,0.000,5.09,24.0
08-05-89,12.00,0.000,4.86,22.3
09-05-89,11.70,0.000,4.67,21.0
10-05-89,11.50,0.000,4.60,20.8
11-05-89,11.40,0.000,4.78,22.5
12-05-89,11.50,1.323,4.74,23.5
13-05-89,14.90,15.877,4.20,19.3
14-05-89,14.90,7.079,4.35,20.5
